PSC	670	30002595	330
PSC	2006	30002595	330
BRAVE	33475	30002616	330
REQ	609	30004812	329
TEST	32876	30004820	329
BRAVE	670	30002586	329
BRAVE	11178	30002586	329
BRAVE	670	30002586	329
BRAVE	11129	30002586	329
TEST	670	30002584	329
TEST	602	30002584	329
BRAVE	626	30002584	329
PSC	670	30004814	329
PSC	29340	30004814	329
REQ	621	30002586	328
BRAVE	11371	30002586	328
REQ	593	30002585	328
REQ	621	30002585	328
REQ	593	30002587	328
REQ	584	30002586	328
REQ	593	30002585	328
REQ	593	30002586	328
CVA	11196	30003706	328
CVA	35683	30003706	328
CVA	35683	30003706	328
PSC	670	30003706	328
PSC	11198	30003706	328
BRAVE	670	30002586	328
MEMED	670	30002586	328
BRAVE	609	30002586	328
MEMED	621	30002586	328
BRAVE	11186	30002586	328
BRAVE	608	30002586	328
TEST	11381	30002586	328
BRAVE	11186	30002586	328
PSC	34828	30002586	328
BRAVE	607	30002586	328
BRAVE	605	30002586	328
BRAVE	608	30002586	328
BRAVE	16238	30002586	328
BRAVE	607	30002586	328
REQ	11200	30002586	328
MEMED	11377	30002586	328
BRAVE	22464	30002586	328
BRAVE	3766	30002586	328
W4RP	630	30002586	328
TEST	2161	30002586	328
R-R	11178	30002586	328
PSC	670	30002586	328
PSC	11371	30002586	328
X.I.X	11176	30002586	328
LUMIO	670	30002586	328
BRAVE	24702	30002586	328
CONDI	34828	30002586	328
CONDI	582	30002586	328
CONDI	34828	30002586	328
BASTN	34828	30002586	328
CONDI	34828	30002586	328
TNT	34828	30002586	328
TNT	34828	30002586	328
CONDI	34828	30002586	328
CONDI	11393	30002586	328
CONDI	34828	30002586	328
CONDI	11393	30002586	328
WALKA	11993	30002586	328
REQ	16227	30002586	328
REQ	11993	30002586	328
CONDI	670	30002586	328
CONDI	670	30002586	328
REQ	16227	30002586	328
BASTN	670	30002586	328
BRAVE	16227	30002586	328
CONDI	670	30002586	328
CONDI	670	30002586	328
CONDI	670	30002586	328
BRAVE	16227	30002586	328
CONDI	3766	30002586	328
CONDI	589	30002586	328
BASTN	34828	30002586	328
CONDI	589	30002586	328
CONDI	34828	30002586	328
TEST	12015	30002586	328
CONDI	34828	30002586	328
CONDI	34828	30002586	328
CONDI	34828	30002586	328
TNT	34828	30002586	328
CONDI	34828	30002586	328
CONDI	37482	30002586	328
TEST	37480	30002586	328
PSC	670	30002586	328
TNT	34828	30002586	328
CONDI	37482	30002586	328
CONDI	34828	30002586	328
CONDI	34828	30002586	328
CONDI	37480	30002586	328
PSC	22456	30002586	328
CONDI	34828	30002586	328
CONDI	34828	30002586	328
TEST	12015	30002586	328
X.I.X	12005	30002586	328
TEST	12015	30002586	328
TEST	12015	30002586	328
TEST	12015	30002586	328
TEST	12015	30002586	328
TEST	12015	30002586	328
BRAVE	16227	30002586	328
TEST	12015	30002586	328
TEST	12015	30002586	328
TEST	12015	30002586	328
TEST	12015	30002586	328
TEST	12015	30002586	328
YF	11993	30002586	328
BRAVE	11993	30002586	328
BRAVE	11985	30002586	328
BRAVE	11985	30002586	328
WALKA	11985	30002586	328
WALKA	11993	30002586	328
BRAVE	11993	30002586	328
R-R	11993	30002586	328
ANGST	11993	30002586	328
TIKLE	24698	30002586	328
WALKA	11993	30002586	328
TEST	45534	30002586	328
TEST	12015	30002586	328
TEST	12015	30002586	328
TEST	12015	30002586	328
TEST	12015	30002586	328
TEST	12015	30002586	328
TEST	12015	30002586	328
PSC	22456	30002586	328
TEST	22456	30002586	328
X.I.X	12005	30002586	328
X.I.X	12005	30002586	328
BRAVE	11993	30002586	328
BRAVE	29990	30002586	328
BRAVE	29990	30002586	328
R-R	11993	30002586	328
BRAVE	11993	30002586	328
BRAVE	11961	30002586	328
BRAVE	11993	30002586	328
ANGST	11993	30002586	328
BRAVE	11993	30002586	328
-RZR-	12005	30002586	328
X.I.X	12005	30002586	328
X.I.X	12005	30002586	328
NC	11198	30002586	328
X.I.X	12005	30002586	328
W4RP	11993	30002586	328
YF	11993	30002586	328
R-R	11993	30002586	328
WALKA	22468	30002586	328
IOU	11993	30002586	328
BRAVE	11993	30002586	328
R-R	11993	30002586	328
X.I.X	22456	30002586	328
IOU	11993	30002586	328
PSC	670	30002586	328
PSC	22456	30002586	328
TEST	12015	30002586	328
TEST	12015	30002586	328
TEST	11381	30002586	328
CYBER	12005	30002586	328
X.I.X	12005	30002586	328
-RZR-	12005	30002586	328
X.I.X	12005	30002586	328
X.I.X	17843	30002586	328
X.I.X	12005	30002586	328
X.I.X	12005	30002586	328
PSC	22456	30002586	328
-7-	22456	30003729	328
-7-	40346	30003729	328
BRAVE	670	30002584	327
BRAVE	32876	30002584	327
REKTD	602	30002586	327
BRAVE	607	30002586	327
W4RP	584	30002586	327
BRAVE	584	30002586	327
BRAVE	11186	30002594	327
PSC	670	30002586	327
PSC	593	30002586	327
PSC	593	30002594	327
BRAVE	11178	30002594	327
PSC	670	30002465	327
PSC	29336	30002465	327
REKTD	622	30002459	327
REKTD	16238	30002457	327
REKTD	16238	30002457	327
REKTD	670	30002457	327
REKTD	16242	30002457	327
TEST	35834	30002144	326
PSC	22456	30002144	326
REQ	670	30002597	326
REQ	17918	30002597	326
SEVEN	670	30005186	326
PSC	29984	30005145	326
PSC	670	30005123	326
PSC	34828	30005123	326
SEVEN	670	30005123	326
SEVEN	622	30005123	326
BRAVE	17843	30002618	326
SEVEN	12199	30005123	325
SEVEN	12199	30005123	325
SEVEN	12199	30005123	325
SEVEN	12199	30005123	325
SEVEN	670	30005127	325
SEVEN	593	30005127	325
SEVEN	670	30005123	325
SEVEN	622	30005123	325
SEVEN	622	30005123	325
SEVEN	584	30005123	325
SEVEN	12199	30005123	325
SEVEN	12199	30005123	325
WALKA	11393	30002593	325
REQ	11393	30002593	325
BRAVE	17476	30001217	325
PSC	602	30001198	325
None	670	30001198	325
None	17703	30001198	325
BRAVE	602	30001198	325
BRAVE	670	30002586	325
BRAVE	629	30002586	325
PSC	608	30002586	325
SEVEN	584	30005126	325
LUCK	11400	30004817	325
W4RP	670	30004807	325
W4RP	24694	30004807	325
W4RP	626	30004807	325
W4RP	626	30004807	325
RR	33595	30003617	325
RR	11198	30004401	325
RR	584	30004376	325
RR	17720	30004376	325
RR	621	30004397	325
RR	11393	30004376	325
RR	16229	30003669	325
.RHP	16242	30004378	324
.RHP	16242	30004378	324
.RHP	16242	30004378	324
BRAVE	670	30001198	324
BRAVE	24702	30001198	324
CO2	17740	30003700	324
LAWN	11198	30003700	324
DARK.	16242	30003686	324
BRAVE	17843	30001221	324
CONDI	11196	30003686	324
BRAVE	670	30001217	324
BRAVE	17843	30001218	324
LUMIO	593	30002162	324
TEST	47117	30004826	324
TEST	47117	30004826	324
TEST	35827	30004826	324
TEST	47138	30004826	324
TEST	670	30002581	324
TEST	11381	30002581	324
TEST	11387	30002581	324
BRAVE	670	30002587	324
BRAVE	17715	30002593	324
PSC	33470	30002593	324
WALKA	17843	30002593	324
WALKA	33475	30002610	324
WALKA	17843	30002610	324
WALKA	17843	30002610	324
REQ	16227	30002602	324
REQ	33475	30002602	324
REQ	17480	30002602	324
REQ	42244	30002602	324
REQ	583	30002602	324
BRAVE	37482	30002585	324
BRAVE	33475	30002584	324
BRAVE	17843	30002584	324
WERMT	627	30000867	324
.RHP	24698	30004394	324
DARK.	32872	30004394	324
.RHP	17715	30004394	324
DARK.	34828	30004394	324
.RHP	634	30004394	324
.RHP	12003	30004394	324
.RHP	670	30004394	324
.RHP	24690	30004394	324
.RHP	670	30004394	324
.RHP	33470	30004394	324
DARK.	626	30004392	324
SLYCE	17843	30002953	324
SLYCE	17843	30002953	324
SLYCE	670	30002914	324
SLYCE	29984	30002914	324
REKTD	17715	30003690	324
CO2	670	30004070	324
CO2	11176	30004070	324
CO2	17843	30003700	323
PSC	22456	30002610	323
TEST	670	30002593	323
BRAVE	670	30002589	323
BRAVE	17476	30002589	323
BRAVE	626	30002589	323
BRAVE	17476	30002589	323
BRAVE	33475	30002616	323
BRAVE	670	30002616	323
BRAVE	47466	30002616	323
BRAVE	17843	30001215	323
WALKA	37135	30002608	323
REQ	17843	30002601	323
BRAVE	28606	30002593	323
REQ	12005	30002601	323
WALKA	670	30002593	323
WALKA	12005	30002593	323
WALKA	12005	30002593	323
BRAVE	17843	30002593	323
BRAVE	33475	30002615	323
BRAVE	643	30002615	323
BRAVE	645	30001217	323
BRAVE	670	30001198	323
BRAVE	589	30001198	323
R-R	11186	30002584	323
PSC	605	30001217	323
REQ	22546	30002624	323
WALKA	33475	30002606	323
WALKA	33475	30002606	323
WALKA	33475	30002606	323
WALKA	17843	30002606	323
TEST	670	30004435	323
TEST	11184	30004435	323
TEST	11196	30004425	323
TEST	670	30004425	323
TEST	11176	30004425	323
TEST	11178	30004425	323
TEST	11198	30004425	323
-KWG-	12032	30004425	323
BRAVE	17843	30002612	323
-7-	17843	30003734	323
PSC	11198	30003734	323
CVA	670	30003706	323
None	17480	30003706	323
CVA	17480	30003706	323
CVA	670	30003770	323
CVA	643	30003770	323
None	16233	30001170	323
None	11198	30001170	323
None	3756	30001170	323
-7-	20125	30003730	322
-DAR-	626	30003707	322
CVA	643	30003707	322
BRAVE	17843	30002617	322
BRAVE	670	30001215	322
BRAVE	12005	30001215	322
TEST	670	30002119	322
TEST	16227	30002119	322
TEST	34828	30002119	322
TEST	16227	30002119	322
TEST	16227	30002119	322
TEST	3766	30002119	322
YF	620	30002119	322
TEST	11957	30002119	322
TEST	22456	30002119	322
TEST	16227	30002119	322
TEST	585	30002119	322
TEST	34828	30002119	322
TEST	11985	30002119	322
YF	620	30002119	322
TEST	2161	30002119	322
TEST	22456	30002119	322
-RZR-	11202	30002119	322
TEST	16227	30002119	322
TEST	16227	30002119	322
.MEN.	11978	30002119	322
TEST	16227	30002119	322
TEST	16227	30002119	322
TEST	16227	30002119	322
TEST	16227	30002119	322
TEST	16227	30002119	322
BRAVE	16227	30002119	322
TEST	16227	30002119	322
TEST	16227	30002119	322
TEST	16227	30002119	322
TEST	670	30002119	322
TEST	670	30002119	322
TEST	16227	30002119	322
TEST	16227	30002119	322
TEST	16227	30002119	322
TEST	16227	30002119	322
TEST	16227	30002119	322
.MEN.	11978	30002119	322
TEST	16227	30002119	322
.MEN.	11978	30002119	322
TEST	16227	30002119	322
.MEN.	11978	30002119	322
TEST	16227	30002119	322
TEST	16227	30002119	322
TEST	16227	30002119	322
TEST	11985	30002119	322
TEST	37482	30002119	322
TEST	2161	30002119	322
TEST	34828	30002119	322
.MEN.	585	30002119	322
TEST	670	30002119	322
BRAVE	585	30002584	322
BRAVE	16242	30002584	322
BRAVE	650	30002584	322
BRAVE	670	30002584	322
BRAVE	24698	30002584	322
BRAVE	650	30002584	322
BRAVE	24698	30002584	322
PSC	602	30002583	322
REQ	17476	30002625	322
WALKA	17715	30002607	322
BRAVE	17843	30001217	322
BRAVE	17843	30001217	322
BRAVE	22456	30002586	322
PSC	670	30002581	322
BRAVE	29990	30002581	322
WALKA	22468	30002581	322
IOU	11993	30002581	322
TW	11993	30002581	322
BRAVE	584	30002581	322
BRAVE	11993	30002581	322
IOU	11993	30002581	322
BRAVE	11993	30002581	322
PSC	22456	30002581	322
IOU	11993	30002581	322
R-R	11993	30002581	322
CHISP	24700	30003737	322
FLEET	17843	30003771	322
CVA	634	30003750	322
OUARP	634	30003750	322
OUARP	634	30003750	322
BRAVE	17843	30002616	322
BORE	17476	30003732	322
BORE	17476	30003732	322
BORE	17476	30003732	322
RF	17480	30003730	322
CVA	29990	30003726	322
PSC	608	30000540	321
BRAVE	17476	30001217	321
BRAVE	17843	30001215	321
PSC	602	30001203	321
BRAVE	32872	30001217	321
PSC	670	30002141	321
X.I.X	11198	30002144	321
X.I.X	11196	30002144	321
X.I.X	11174	30002144	321
X.I.X	11196	30002144	321
X.I.X	11198	30002144	321
PSC	22456	30002144	321
TEST	12034	30002144	321
TEST	670	30002144	321
TEST	12034	30002144	321
TEST	12034	30002144	321
X.I.X	37480	30002144	321
X.I.X	11186	30002144	321
PSC	670	30001203	321
PSC	602	30001203	321
BRAVE	670	30001217	321
BRAVE	17476	30001217	321
BRAVE	17476	30001217	321
PSC	22456	30001868	321
URGE.	19722	30001868	321
URGE.	19722	30001868	321
URGE.	19720	30001868	321
DEAD	47036	30001868	321
URGE.	19722	30001868	321
URGE.	19722	30001868	321
URGE.	670	30001868	321
URGE.	33328	30001868	321
URGE.	11978	30001868	321
URGE.	670	30001868	321
URGE.	37480	30001868	321
URGE.	11978	30001868	321
None	29990	30001868	321
URGE.	11961	30001868	321
URGE.	17736	30001868	321
URGE.	11971	30001868	321
URGE.	17736	30001868	321
URGE.	17736	30001868	321
URGE.	17736	30001868	321
URGE.	17736	30001868	321
URGE.	17736	30001868	321
URGE.	17736	30001868	321
URGE.	17736	30001868	321
URGE.	11978	30001868	321
URGE.	17736	30001868	321
URGE.	11961	30001868	321
URGE.	17736	30001868	321
URGE.	17736	30001868	321
URGE.	17736	30001868	321
THIRD	26892	30003726	321
DV	29344	30001169	320
DV	638	30001169	320
DV	11198	30001169	320
DV	22456	30001169	320
DV	11190	30001169	320
DV	12013	30001169	320
BRAVE	593	30002583	320
PSC	608	30002586	320
BRAVE	670	30002586	320
BRAVE	670	30002586	320
BRAVE	623	30002586	320
BRAVE	623	30002586	320
BRAVE	623	30002586	320
BRAVE	623	30002586	320
BRAVE	623	30002586	320
BRAVE	623	30002586	320
BRAVE	623	30002586	320
BRAVE	34828	30002586	320
BRAVE	11188	30002586	320
BRAVE	11978	30002586	320
BRAVE	33328	30002586	320
BRAVE	584	30002586	320
REQ	11202	30002586	320
BRAVE	584	30002586	320
IOU	32880	30002588	320
PSC	11393	30004807	320
BRAVE	17480	30002612	320
BRAVE	17480	30002612	320
BRAVE	17480	30002612	320
WALKA	34828	30002608	320
WALKA	670	30002610	320
WALKA	655	30002610	320
TEST	670	30002586	320
CVA	29988	30003769	320
None	11202	30003769	320
CVA	11202	30003767	320
CVA	42244	30003767	320
BRAVE	40563	30004808	320
BRAVE	40558	30004808	320
BRAVE	22852	30004808	320
BRAVE	22852	30004808	320
BRAVE	40558	30004808	320
BRAVE	22852	30004808	320
BRAVE	40563	30004808	320
BRAVE	22852	30004808	320
BRAVE	37605	30004808	320
BRAVE	40564	30004808	320
BRAVE	19722	30004808	320
CVA	11176	30003735	320
CVA	11379	30003735	320
CVA	3756	30003735	320
FLEET	17843	30003771	320
FLEET	645	30003771	320
-DAR-	16229	30003729	320
APOC	621	30003729	320
-7-	11176	30003729	320
OUARP	11198	30003704	320
CVA	44995	30003704	320
BORE	17476	30003730	320
RF	657	30003729	320
PSC	22444	30001198	319
BRAVE	16238	30001159	319
BRAVE	626	30002584	319
BRAVE	645	30001215	319
BRAVE	47515	30004845	319
SERIN	12032	30004845	319
LTRIG	11393	30004845	319
None	26888	30004821	319
PSC	602	30002583	319
IOU	29984	30002155	319
IOU	17476	30002155	319
BRAVE	17480	30002613	318
BRAVE	42244	30002613	318
BRAVE	33475	30002612	318
BRAVE	33475	30002616	318
BRAVE	22548	30002613	318
BRAVE	42244	30002613	318
BRAVE	645	30001215	318
BRAVE	11371	30001199	318
BRAVE	17843	30002616	318
CONDI	33328	30002587	318
CONDI	670	30002586	318
TNT	11387	30002586	318
CONDI	17841	30002586	318
CONDI	17812	30002586	318
BRAVE	670	30002595	318
BRAVE	620	30002595	318
PSC	670	32000188	318
PSC	17715	32000188	318
TEST	11196	30002613	318
BRAVE	670	30002613	318
BRAVE	28352	30002613	318
WALKA	23061	30002613	318
WALKA	23061	30002613	318
WALKA	23061	30002613	318
BRAVE	28352	30002613	318
BRAVE	19724	30002613	318
WALKA	23061	30002613	318
WALKA	23911	30002613	318
BRAVE	24483	30002613	318
BRAVE	37605	30002613	318
BRAVE	23061	30002613	318
BRAVE	23061	30002613	318
BRAVE	23061	30002613	318
BRAVE	37605	30002613	318
BRAVE	37605	30002613	318
BRAVE	28352	30002613	318
BRAVE	33475	30002615	318
PSC	29990	30001588	317
BRAVE	11400	30002616	317
BRAVE	670	30002586	317
BRAVE	16227	30002586	317
BRAVE	22456	30004811	317
BRAVE	670	30002582	317
BRAVE	670	30004814	317
BRAVE	12032	30002582	317
BRAVE	670	30002581	317
INGME	608	30004820	317
TEST	33328	30002103	317
TEST	16242	30002103	317
R-R	670	30002122	317
R-R	34317	30002122	317
R-R	34828	30002122	317
R-R	34828	30002122	317
R-R	34828	30002122	317
IOU	11993	30002104	317
PSC	608	30002162	317
CONDI	621	30004842	317
PSC	40570	30004842	317
TEST	12015	30004842	317
TEST	12015	30004842	317
TEST	12015	30004842	317
TEST	12015	30004842	317
TEST	12015	30004842	317
TEST	12015	30004842	317
TEST	12015	30004842	317
TEST	12015	30004842	317
TEST	12015	30004842	317
TEST	12015	30004842	317
PSC	40571	30004842	317
X.I.X	37482	30004842	317
X.I.X	37482	30004842	317
X.I.X	37482	30004842	317
PSC	23059	30004842	317
X.I.X	24688	30004842	317
PSC	23059	30004842	317
X.I.X	24688	30004842	317
CONDI	11993	30004842	317
CONDI	11993	30004842	317
CONDI	11993	30004842	317
PSC	23059	30004842	317
BASTN	11993	30004842	317
BASTN	11993	30004842	317
CONDI	11993	30004842	317
TEST	12015	30004842	317
TEST	12015	30004842	317
TEST	12015	30004842	317
TEST	12015	30004842	317
PSC	670	30001158	316
PSC	22456	30001158	316
BRAVE	583	30002585	316
BRAVE	11186	30002585	316
BRAVE	584	30002585	316
BRAVE	11200	30002585	316
BRAVE	593	30002585	316
BRAVE	3766	30002585	316
BRAVE	621	30002585	316
PSC	22456	30002585	316
BRAVE	584	30002585	316
BRAVE	22456	30002585	316
BRAVE	33468	30002584	316
BRAVE	670	30002584	316
BRAVE	17480	30002584	316
TEST	23911	30003098	316
WREKT	670	30001924	316
WREKT	22456	30001924	316
REQ	645	30002599	315
REQ	626	30002599	315
REQ	17922	30002599	315
REQ	3756	30002599	315
REQ	626	30002599	315
REQ	626	30002599	315
REQ	17720	30002599	315
REQ	17922	30002599	315
REQ	34828	30002599	315
BRAVE	17843	30002584	315
BRAVE	17843	30002584	315
RENTI	17478	30004812	315
BRAVE	621	30002585	315
BRAVE	17843	30002584	315
SOLAR	3764	30004878	315
TEST	12034	30004878	315
CURE	32309	30004875	315
BRAVE	11184	30002584	315
BRAVE	584	30002584	315
TEST	22456	30002586	315
None	670	30001198	315
None	587	30001198	315
DEOS	17715	30002113	315
NFA	11186	30002138	315
X.I.X	11198	30002138	315
X.I.X	11198	30002138	315
PSC	670	30002616	315
PSC	33470	30002616	315
BRAVE	585	30002616	315
TIKLE	11985	30004842	314
CONDI	34828	30004842	314
TEST	22446	30004842	314
TEST	22446	30004842	314
R-R	34828	30004842	314
DV	17715	30004842	314
DV	17715	30004842	314
TEST	17736	30004842	314
TEST	17736	30004842	314
TEST	17736	30004842	314
TEST	17736	30004842	314
TEST	17736	30004842	314
TEST	17736	30004842	314
TEST	17736	30004842	314
TIKLE	22446	30004842	314
DV	22446	30004842	314
TW	11961	30004842	314
TIKLE	17715	30004842	314
TIKLE	17715	30004842	314
IOU	34828	30004842	314
BRAVE	34828	30004842	314
R-R	34828	30004842	314
R-R	34828	30004842	314
REQ	34828	30004842	314
BRAVE	605	30002613	314
BRAVE	24700	30002614	314
PSC	12198	30002581	314
PSC	608	30002586	314
CONDI	670	30002586	314
TNT	631	30002586	314
CONDI	620	30002586	314
CONDI	11400	30002586	314
CONDI	620	30002586	314
CONDI	620	30002586	314
BASTN	623	30002586	314
CONDI	623	30002584	314
REQ	17932	30002586	314
CONDI	12044	30002586	314
BASTN	22456	30002586	314
CONDI	583	30002586	314
CONDI	37480	30002586	314
BASTN	623	30002586	314
CONDI	623	30002586	314
TEST	670	30004811	314
BRAVE	670	30002586	314
BRAVE	11202	30002586	314
WALKA	670	30002586	314
BRAVE	670	30002586	314
REQ	16227	30002586	314
WALKA	33472	30002586	314
BRAVE	11184	30002586	314
REQ	34828	30002586	314
WALKA	34828	30002586	314
BRAVE	34828	30002586	314
WALKA	34828	30002586	314
IOU	11993	30002586	314
PSC	670	30002583	314
PSC	22456	30002583	314
None	657	30005000	313
BRAVE	41030	30002618	313
BRAVE	12044	30002618	313
BRAVE	33475	30002617	313
BRAVE	626	30001198	313
BRAVE	24688	30002616	313
BRAVE	670	30002612	313
BRAVE	17843	30002612	313
BRAVE	670	30002584	313
FXR	11198	30002029	313
CO2	17843	30003696	313
CO2	623	30003680	313
BRAVE	648	30003681	313
ARGGG	649	30003681	313
SLYCE	17920	30003681	313
SLYCE	17738	30002906	313
DARK.	3756	30002906	313
DARK.	17738	30002906	313
CO2	22456	30003680	313
CO2	22456	30003680	313
None	33151	30001985	312
None	29336	30001985	312
None	17715	30001985	312
RISK	24483	30001274	312
YF	622	30002144	312
TEST	22468	30002138	312
TEST	22468	30002138	312
TEST	22468	30002138	312
TEST	11971	30002138	312
TEST	11961	30002138	312
TEST	24702	30002138	312
TEST	11961	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	2161	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	11985	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	11961	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	16227	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	24702	30002138	312
TEST	11971	30002138	312
TEST	3766	30002138	312
FRT	12034	30002138	312
TEST	2161	30002138	312
BS IT	29340	30002144	312
YF	584	30002144	312
YF	670	30002144	312
YF	3766	30002144	312
YF	602	30002140	312
YF	621	30002140	312
YF	602	30002140	312
